Year,country,val,indicator,yaxis,valper2,color
1960,Norway,,born_male,0,,red
1960,Oman,,born_male,0,,red
1960,Pakistan,,born_male,0,,red
1960,Panama,,born_male,0,,red
1960,Papua New Guinea,,born_male,0,,red
1960,Paraguay,,born_male,0,,red
1960,Peru,,born_male,0,,red
1960,Philippines,,born_male,0,,red
1960,Poland,,born_male,0,,red
1960,Portugal,,born_male,0,,red
1960,Puerto Rico,,born_male,0,,red
1960,Qatar,,born_male,0,,red
1960,Russian Federation,,born_male,0,,red
1960,Rwanda,,born_male,0,,red
1960,Saudi Arabia,,born_male,0,,red
1960,Senegal,,born_male,0,,red
1960,Serbia,,born_male,0,,red
1960,Sierra Leone,,born_male,0,,red
1960,Slovenia,,born_male,0,,red
1960,Somalia,,born_male,0,,red
1960,South Africa,,born_male,0,,red
1960,Spain,,born_male,0,,red
1960,Sri Lanka,,born_male,0,,red
1960,Sudan,,born_male,0,,red
1960,Suriname,,born_male,0,,red
1960,Sweden,,born_male,0,,red
1960,Switzerland,,born_male,0,,red
1960,Tajikistan,,born_male,0,,red
1960,Tanzania,,born_male,0,,red
1960,Thailand,,born_male,0,,red
1960,Togo,,born_male,0,,red
1960,Trinidad and Tobago,,born_male,0,,red
1960,Tunisia,,born_male,0,,red
1960,Turkey,,born_male,0,,red
1960,Turkmenistan,,born_male,0,,red
1960,Uganda,,born_male,0,,red
1960,Ukraine,,born_male,0,,red
1960,United Arab Emirates,,born_male,0,,red
1960,United Kingdom,,born_male,0,,red
1960,United States,,born_male,0,,red
1960,Uruguay,,born_male,0,,red
1960,Uzbekistan,,born_male,0,,red
1960,Vanuatu,,born_male,0,,red
1960,Vietnam,,born_male,0,,red
1960,Zambia,,born_male,0,,red
1960,Zimbabwe,,born_male,0,,red
1961,Afghanistan,,born_male,0,,red
1961,Albania,,born_male,0,,red
1961,Algeria,,born_male,0,,red
1961,Angola,,born_male,0,,red
1961,Argentina,,born_male,0,,red
1961,Armenia,,born_male,0,,red
1961,Australia,,born_male,0,,red
1961,Austria,,born_male,0,,red
1961,Azerbaijan,,born_male,0,,red
1961,Bangladesh,,born_male,0,,red
1961,Belarus,,born_male,0,,red
1961,Belgium,,born_male,0,,red
1961,Belize,,born_male,0,,red
1961,Benin,,born_male,0,,red
1961,Bhutan,,born_male,0,,red
1961,Bolivia,,born_male,0,,red
1961,Botswana,,born_male,0,,red
1961,Brazil,,born_male,0,,red
1961,Bulgaria,,born_male,0,,red
1961,Burkina Faso,,born_male,0,,red
1961,Burundi,,born_male,0,,red
1961,Cambodia,,born_male,0,,red
1961,Cameroon,,born_male,0,,red
1961,Canada,,born_male,0,,red
1961,Chad,,born_male,0,,red
1961,Chile,,born_male,0,,red
1961,China,,born_male,0,,red
1961,Colombia,,born_male,0,,red
1961,Costa Rica,,born_male,0,,red
1961,Croatia,,born_male,0,,red
1961,Cuba,,born_male,0,,red
1961,Cyprus,,born_male,0,,red
1961,Denmark,,born_male,0,,red
1961,Djibouti,,born_male,0,,red
1961,Ecuador,,born_male,0,,red
1961,El Salvador,,born_male,0,,red
1961,Eritrea,,born_male,0,,red
1961,Estonia,,born_male,0,,red
1961,Ethiopia,,born_male,0,,red
1961,Fiji,,born_male,0,,red
1961,Finland,,born_male,0,,red
1961,France,,born_male,0,,red
1961,Gabon,,born_male,0,,red
1961,Georgia,,born_male,0,,red
1961,Germany,,born_male,0,,red
1961,Ghana,,born_male,0,,red
1961,Greece,,born_male,0,,red
1961,Greenland,,born_male,0,,red
1961,Guatemala,,born_male,0,,red
1961,Guinea,,born_male,0,,red
1961,Guinea-Bissau,,born_male,0,,red
1961,Guyana,,born_male,0,,red
1961,Haiti,,born_male,0,,red
1961,Honduras,,born_male,0,,red
1961,Hungary,,born_male,0,,red
1961,Iceland,,born_male,0,,red
1961,India,,born_male,0,,red
1961,Indonesia,,born_male,0,,red
1961,Iraq,,born_male,0,,red
1961,Ireland,,born_male,0,,red
1961,Israel,,born_male,0,,red
1961,Italy,,born_male,0,,red
1961,Jamaica,,born_male,0,,red
1961,Japan,,born_male,0,,red
1961,Jordan,,born_male,0,,red
1961,Kazakhstan,,born_male,0,,red
1961,Kenya,,born_male,0,,red
1961,Kuwait,,born_male,0,,red
1961,Latvia,,born_male,0,,red
1961,Lebanon,,born_male,0,,red
1961,Lesotho,,born_male,0,,red
1961,Liberia,,born_male,0,,red
1961,Libya,,born_male,0,,red
1961,Lithuania,,born_male,0,,red
1961,Luxembourg,,born_male,0,,red
1961,Madagascar,,born_male,0,,red
1961,Malawi,,born_male,0,,red
1961,Malaysia,,born_male,0,,red
1961,Mali,,born_male,0,,red
1961,Mauritania,,born_male,0,,red
1961,Mexico,,born_male,0,,red
1961,Moldova,,born_male,0,,red
1961,Mongolia,,born_male,0,,red
1961,Montenegro,,born_male,0,,red
1961,Morocco,,born_male,0,,red
1961,Mozambique,,born_male,0,,red
1961,Myanmar,,born_male,0,,red
1961,Namibia,,born_male,0,,red
1961,Nepal,,born_male,0,,red
1961,Netherlands,,born_male,0,,red
1961,New Caledonia,,born_male,0,,red
1961,New Zealand,,born_male,0,,red
1961,Nicaragua,,born_male,0,,red
1961,Niger,,born_male,0,,red
1961,Nigeria,,born_male,0,,red
1961,Norway,,born_male,0,,red
1961,Oman,,born_male,0,,red
1961,Pakistan,,born_male,0,,red
1961,Panama,,born_male,0,,red
1961,Papua New Guinea,,born_male,0,,red
1961,Paraguay,,born_male,0,,red
1961,Peru,,born_male,0,,red
1961,Philippines,,born_male,0,,red
1961,Poland,,born_male,0,,red
1961,Portugal,,born_male,0,,red
1961,Puerto Rico,,born_male,0,,red
1961,Qatar,,born_male,0,,red
1961,Russian Federation,,born_male,0,,red
1961,Rwanda,,born_male,0,,red
1961,Saudi Arabia,,born_male,0,,red
1961,Senegal,,born_male,0,,red
1961,Serbia,,born_male,0,,red
1961,Sierra Leone,,born_male,0,,red
1961,Slovenia,,born_male,0,,red
1961,Somalia,,born_male,0,,red
1961,South Africa,,born_male,0,,red
1961,Spain,,born_male,0,,red
1961,Sri Lanka,,born_male,0,,red
1961,Sudan,,born_male,0,,red
1961,Suriname,,born_male,0,,red
1961,Sweden,,born_male,0,,red
1961,Switzerland,,born_male,0,,red
1961,Tajikistan,,born_male,0,,red
1961,Tanzania,,born_male,0,,red
1961,Thailand,,born_male,0,,red
1961,Togo,,born_male,0,,red
1961,Trinidad and Tobago,,born_male,0,,red
1961,Tunisia,,born_male,0,,red
1961,Turkey,,born_male,0,,red
1961,Turkmenistan,,born_male,0,,red
1961,Uganda,,born_male,0,,red
1961,Ukraine,,born_male,0,,red
1961,United Arab Emirates,,born_male,0,,red
1961,United Kingdom,,born_male,0,,red
1961,United States,,born_male,0,,red
1961,Uruguay,,born_male,0,,red
1961,Uzbekistan,,born_male,0,,red
1961,Vanuatu,,born_male,0,,red
1961,Vietnam,,born_male,0,,red
1961,Zambia,,born_male,0,,red
1961,Zimbabwe,,born_male,0,,red
1962,Afghanistan,51.45631067961165,born_male,0,25.728155339805824,green
1962,Albania,51.69082125603864,born_male,0,25.84541062801932,green
1962,Algeria,51.21951219512196,born_male,0,25.60975609756098,green
1962,Angola,50.73891625615763,born_male,0,25.369458128078815,green
1962,Argentina,50.98039215686274,born_male,0,25.49019607843137,green
1962,Armenia,51.573849878934624,born_male,0,25.786924939467312,green
1962,Australia,51.40913508260448,born_male,0,25.70456754130224,green
1962,Austria,51.338199513382,born_male,0,25.669099756691,green
1962,Azerbaijan,51.50339476236663,born_male,0,25.751697381183316,green
1962,Bangladesh,51.195705222059544,born_male,0,25.597852611029772,green
1962,Belarus,51.45631067961165,born_male,0,25.728155339805824,green
1962,Belgium,51.43273433705683,born_male,0,25.716367168528414,green
1962,Belize,50.73891625615763,born_male,0,25.369458128078815,green
1962,Benin,51.00440960313572,born_male,0,25.50220480156786,green
1962,Bhutan,50.98039215686274,born_male,0,25.49019607843137,green
1962,Bolivia,51.21951219512196,born_male,0,25.60975609756098,green
1962,Botswana,50.73891625615763,born_male,0,25.369458128078815,green
1962,Brazil,51.21951219512196,born_male,0,25.60975609756098,green
1962,Bulgaria,51.40913508260448,born_male,0,25.70456754130224,green
1962,Burkina Faso,51.12414467253177,born_male,0,25.562072336265885,green
1962,Burundi,50.73891625615763,born_male,0,25.369458128078815,green
1962,Cambodia,51.00440960313572,born_male,0,25.50220480156786,green
1962,Cameroon,50.73891625615763,born_male,0,25.369458128078815,green
1962,Canada,51.338199513382,born_male,0,25.669099756691,green
1962,Chad,50.73891625615763,born_male,0,25.369458128078815,green
1962,Chile,50.98039215686274,born_male,0,25.49019607843137,green
1962,China,51.69082125603864,born_male,0,25.84541062801932,green
1962,Colombia,51.21951219512196,born_male,0,25.60975609756098,green
1962,Costa Rica,51.21951219512196,born_male,0,25.60975609756098,green
1962,Croatia,51.43273433705683,born_male,0,25.716367168528414,green
1962,Cuba,51.38551288283908,born_male,0,25.69275644141954,green
1962,Cyprus,51.69082125603864,born_male,0,25.84541062801932,green
1962,Denmark,51.338199513382,born_male,0,25.669099756691,green
1962,Djibouti,50.956351152525755,born_male,0,25.478175576262878,green
1962,Ecuador,51.21951219512196,born_male,0,25.60975609756098,green
1962,El Salvador,51.21951219512196,born_male,0,25.60975609756098,green
1962,Eritrea,51.267056530214425,born_male,0,25.633528265107213,green
1962,Estonia,51.644100580270795,born_male,0,25.822050290135397,green
1962,Ethiopia,50.98039215686274,born_male,0,25.49019607843137,green
1962,Fiji,51.45631067961165,born_male,0,25.728155339805824,green
1962,Finland,51.17187500000001,born_male,0,25.585937500000004,green
1962,France,51.267056530214425,born_male,0,25.633528265107213,green
1962,Gabon,50.73891625615763,born_male,0,25.369458128078815,green
1962,Georgia,51.83044315992293,born_male,0,25.915221579961464,green
1962,Germany,51.40913508260448,born_male,0,25.70456754130224,green
1962,Ghana,51.29079396005845,born_male,0,25.645396980029226,green
1962,Greece,51.644100580270795,born_male,0,25.822050290135397,green
1962,Greenland,,born_male,0,,red
1962,Guatemala,51.21951219512196,born_male,0,25.60975609756098,green
1962,Guinea,50.59288537549407,born_male,0,25.296442687747035,green
1962,Guinea-Bissau,50.73891625615763,born_male,0,25.369458128078815,green
1962,Guyana,51.21951219512196,born_male,0,25.60975609756098,green
1962,Haiti,51.21951219512196,born_male,0,25.60975609756098,green
1962,Honduras,51.21951219512196,born_male,0,25.60975609756098,green
1962,Hungary,51.45631067961165,born_male,0,25.728155339805824,green
1962,Iceland,51.100244498777506,born_male,0,25.550122249388753,green
1962,India,51.45631067961165,born_male,0,25.728155339805824,green
1962,Indonesia,51.21951219512196,born_male,0,25.60975609756098,green
1962,Iraq,51.573849878934624,born_male,0,25.786924939467312,green
1962,Ireland,51.69082125603864,born_male,0,25.84541062801932,green
1962,Israel,51.52690256907417,born_male,0,25.763451284537084,green
1962,Italy,51.52690256907417,born_male,0,25.763451284537084,green
1962,Jamaica,51.21951219512196,born_male,0,25.60975609756098,green
1962,Japan,51.36186770428016,born_male,0,25.68093385214008,green
1962,Jordan,51.31450827653359,born_male,0,25.657254138266794,green
1962,Kazakhstan,51.573849878934624,born_male,0,25.786924939467312,green
1962,Kenya,50.73891625615763,born_male,0,25.369458128078815,green
1962,Kuwait,50.85995085995085,born_male,0,25.429975429975425,green
1962,Latvia,51.62070633768746,born_male,0,25.81035316884373,green
1962,Lebanon,51.21951219512196,born_male,0,25.60975609756098,green
1962,Lesotho,50.73891625615763,born_male,0,25.369458128078815,green
1962,Liberia,51.31450827653359,born_male,0,25.657254138266794,green
1962,Libya,51.31450827653359,born_male,0,25.657254138266794,green
1962,Lithuania,51.31450827653359,born_male,0,25.657254138266794,green
1962,Luxembourg,51.05237395986294,born_male,0,25.52618697993147,green
1962,Madagascar,50.39682539682539,born_male,0,25.198412698412696,green
1962,Malawi,50.495049504950494,born_male,0,25.247524752475247,green
1962,Malaysia,51.45631067961165,born_male,0,25.728155339805824,green
1962,Mali,51.21951219512196,born_male,0,25.60975609756098,green
1962,Mauritania,51.21951219512196,born_male,0,25.60975609756098,green
1962,Mexico,51.21951219512196,born_male,0,25.60975609756098,green
1962,Moldova,51.4798641436196,born_male,0,25.7399320718098,green
1962,Mongolia,50.73891625615763,born_male,0,25.369458128078815,green
1962,Montenegro,51.92307692307692,born_male,0,25.96153846153846,green
1962,Morocco,51.21951219512196,born_male,0,25.60975609756098,green
1962,Mozambique,50.73891625615763,born_male,0,25.369458128078815,green
1962,Myanmar,50.73891625615763,born_male,0,25.369458128078815,green
1962,Namibia,50.73891625615763,born_male,0,25.369458128078815,green
1962,Nepal,51.100244498777506,born_male,0,25.550122249388753,green
1962,Netherlands,51.40913508260448,born_male,0,25.70456754130224,green
1962,New Caledonia,51.21951219512196,born_male,0,25.60975609756098,green
1962,New Zealand,51.36186770428016,born_male,0,25.68093385214008,green
1962,Nicaragua,51.21951219512196,born_male,0,25.60975609756098,green
1962,Niger,51.21951219512196,born_male,0,25.60975609756098,green
1962,Nigeria,51.43273433705683,born_male,0,25.716367168528414,green
1962,Norway,51.52690256907417,born_male,0,25.763451284537084,green
1962,Oman,51.21951219512196,born_male,0,25.60975609756098,green
1962,Pakistan,51.573849878934624,born_male,0,25.786924939467312,green
1962,Panama,51.21951219512196,born_male,0,25.60975609756098,green
1962,Papua New Guinea,51.92307692307692,born_male,0,25.96153846153846,green
1962,Paraguay,51.21951219512196,born_male,0,25.60975609756098,green
1962,Peru,51.21951219512196,born_male,0,25.60975609756098,green
1962,Philippines,51.45631067961165,born_male,0,25.728155339805824,green
1962,Poland,51.36186770428016,born_male,0,25.68093385214008,green
1962,Portugal,51.45631067961165,born_male,0,25.728155339805824,green
1962,Puerto Rico,51.29079396005845,born_male,0,25.645396980029226,green
1962,Qatar,51.21951219512196,born_male,0,25.60975609756098,green
1962,Russian Federation,51.29079396005845,born_male,0,25.645396980029226,green
1962,Rwanda,50.24875621890548,born_male,0,25.12437810945274,green
1962,Saudi Arabia,50.73891625615763,born_male,0,25.369458128078815,green
1962,Senegal,50.88408644400786,born_male,0,25.44204322200393,green
1962,Serbia,,born_male,0,,red
1962,Sierra Leone,50.44598612487612,born_male,0,25.22299306243806,green
1962,Slovenia,51.31450827653359,born_male,0,25.657254138266794,green
1962,Somalia,50.73891625615763,born_male,0,25.369458128078815,green
1962,South Africa,50.73891625615763,born_male,0,25.369458128078815,green
1962,Spain,51.55038759689923,born_male,0,25.775193798449614,green
1962,Sri Lanka,50.88408644400786,born_male,0,25.44204322200393,green
1962,Sudan,50.98039215686274,born_male,0,25.49019607843137,green
1962,Suriname,51.92307692307692,born_male,0,25.96153846153846,green
1962,Sweden,51.43273433705683,born_male,0,25.716367168528414,green
1962,Switzerland,51.267056530214425,born_male,0,25.633528265107213,green
1962,Tajikistan,51.21951219512196,born_male,0,25.60975609756098,green
1962,Tanzania,50.73891625615763,born_male,0,25.369458128078815,green
1962,Thailand,51.36186770428016,born_male,0,25.68093385214008,green
1962,Togo,50.44598612487612,born_male,0,25.22299306243806,green
1962,Trinidad and Tobago,50.93228655544651,born_male,0,25.466143277723255,green
1962,Tunisia,51.21951219512196,born_male,0,25.60975609756098,green
1962,Turkey,51.21951219512196,born_male,0,25.60975609756098,green
1962,Turkmenistan,51.12414467253177,born_male,0,25.562072336265885,green
1962,Uganda,50.73891625615763,born_male,0,25.369458128078815,green
1962,Ukraine,51.52690256907417,born_male,0,25.763451284537084,green
1962,United Arab Emirates,51.100244498777506,born_male,0,25.550122249388753,green
1962,United Kingdom,51.24329595319356,born_male,0,25.62164797659678,green
1962,United States,51.21951219512196,born_male,0,25.60975609756098,green
1962,Uruguay,51.21951219512196,born_male,0,25.60975609756098,green
1962,Uzbekistan,51.21951219512196,born_male,0,25.60975609756098,green
1962,Vanuatu,51.69082125603864,born_male,0,25.84541062801932,green
1962,Vietnam,51.21951219512196,born_male,0,25.60975609756098,green
1962,Zambia,50.73891625615763,born_male,0,25.369458128078815,green
1962,Zimbabwe,50.73891625615763,born_male,0,25.369458128078815,green
1963,Afghanistan,,born_male,0,,red
1963,Albania,,born_male,0,,red
1963,Algeria,,born_male,0,,red
1963,Angola,,born_male,0,,red
1963,Argentina,,born_male,0,,red
1963,Armenia,,born_male,0,,red
1963,Australia,,born_male,0,,red
1963,Austria,,born_male,0,,red
1963,Azerbaijan,,born_male,0,,red
1963,Bangladesh,,born_male,0,,red
1963,Belarus,,born_male,0,,red
1963,Belgium,,born_male,0,,red
1963,Belize,,born_male,0,,red
1963,Benin,,born_male,0,,red
1963,Bhutan,,born_male,0,,red
1963,Bolivia,,born_male,0,,red
1963,Botswana,,born_male,0,,red
1963,Brazil,,born_male,0,,red
1963,Bulgaria,,born_male,0,,red
1963,Burkina Faso,,born_male,0,,red
1963,Burundi,,born_male,0,,red
1963,Cambodia,,born_male,0,,red
1963,Cameroon,,born_male,0,,red
1963,Canada,,born_male,0,,red
1963,Chad,,born_male,0,,red
1963,Chile,,born_male,0,,red
1963,China,,born_male,0,,red
1963,Colombia,,born_male,0,,red
1963,Costa Rica,,born_male,0,,red
1963,Croatia,,born_male,0,,red
1963,Cuba,,born_male,0,,red
1963,Cyprus,,born_male,0,,red
1963,Denmark,,born_male,0,,red
1963,Djibouti,,born_male,0,,red
1963,Ecuador,,born_male,0,,red
1963,El Salvador,,born_male,0,,red
1963,Eritrea,,born_male,0,,red
1963,Estonia,,born_male,0,,red
1963,Ethiopia,,born_male,0,,red
1963,Fiji,,born_male,0,,red
1963,Finland,,born_male,0,,red
1963,France,,born_male,0,,red
1963,Gabon,,born_male,0,,red
1963,Georgia,,born_male,0,,red
1963,Germany,,born_male,0,,red
1963,Ghana,,born_male,0,,red
1963,Greece,,born_male,0,,red
1963,Greenland,,born_male,0,,red
1963,Guatemala,,born_male,0,,red
1963,Guinea,,born_male,0,,red
1963,Guinea-Bissau,,born_male,0,,red
1963,Guyana,,born_male,0,,red
1963,Haiti,,born_male,0,,red
1963,Honduras,,born_male,0,,red
1963,Hungary,,born_male,0,,red
1963,Iceland,,born_male,0,,red
1963,India,,born_male,0,,red
1963,Indonesia,,born_male,0,,red
1963,Iraq,,born_male,0,,red
1963,Ireland,,born_male,0,,red
1963,Israel,,born_male,0,,red
1963,Italy,,born_male,0,,red
1963,Jamaica,,born_male,0,,red
1963,Japan,,born_male,0,,red
1963,Jordan,,born_male,0,,red
1963,Kazakhstan,,born_male,0,,red
1963,Kenya,,born_male,0,,red
1963,Kuwait,,born_male,0,,red
1963,Latvia,,born_male,0,,red
1963,Lebanon,,born_male,0,,red
1963,Lesotho,,born_male,0,,red
1963,Liberia,,born_male,0,,red
1963,Libya,,born_male,0,,red
1963,Lithuania,,born_male,0,,red
1963,Luxembourg,,born_male,0,,red
1963,Madagascar,,born_male,0,,red
1963,Malawi,,born_male,0,,red
1963,Malaysia,,born_male,0,,red
1963,Mali,,born_male,0,,red
1963,Mauritania,,born_male,0,,red
1963,Mexico,,born_male,0,,red
1963,Moldova,,born_male,0,,red
1963,Mongolia,,born_male,0,,red
1963,Montenegro,,born_male,0,,red
1963,Morocco,,born_male,0,,red
1963,Mozambique,,born_male,0,,red
1963,Myanmar,,born_male,0,,red
1963,Namibia,,born_male,0,,red
1963,Nepal,,born_male,0,,red
1963,Netherlands,,born_male,0,,red
1963,New Caledonia,,born_male,0,,red
1963,New Zealand,,born_male,0,,red
1963,Nicaragua,,born_male,0,,red
1963,Niger,,born_male,0,,red
1963,Nigeria,,born_male,0,,red
1963,Norway,,born_male,0,,red
1963,Oman,,born_male,0,,red
1963,Pakistan,,born_male,0,,red
1963,Panama,,born_male,0,,red
1963,Papua New Guinea,,born_male,0,,red
1963,Paraguay,,born_male,0,,red
1963,Peru,,born_male,0,,red
1963,Philippines,,born_male,0,,red
1963,Poland,,born_male,0,,red
1963,Portugal,,born_male,0,,red
1963,Puerto Rico,,born_male,0,,red
1963,Qatar,,born_male,0,,red
1963,Russian Federation,,born_male,0,,red
1963,Rwanda,,born_male,0,,red
1963,Saudi Arabia,,born_male,0,,red
1963,Senegal,,born_male,0,,red
1963,Serbia,,born_male,0,,red
1963,Sierra Leone,,born_male,0,,red
1963,Slovenia,,born_male,0,,red
1963,Somalia,,born_male,0,,red
1963,South Africa,,born_male,0,,red
1963,Spain,,born_male,0,,red
1963,Sri Lanka,,born_male,0,,red
1963,Sudan,,born_male,0,,red
1963,Suriname,,born_male,0,,red
1963,Sweden,,born_male,0,,red
1963,Switzerland,,born_male,0,,red
1963,Tajikistan,,born_male,0,,red
1963,Tanzania,,born_male,0,,red
1963,Thailand,,born_male,0,,red
1963,Togo,,born_male,0,,red
1963,Trinidad and Tobago,,born_male,0,,red
1963,Tunisia,,born_male,0,,red
1963,Turkey,,born_male,0,,red
1963,Turkmenistan,,born_male,0,,red
1963,Uganda,,born_male,0,,red
1963,Ukraine,,born_male,0,,red
1963,United Arab Emirates,,born_male,0,,red
1963,United Kingdom,,born_male,0,,red
1963,United States,,born_male,0,,red
1963,Uruguay,,born_male,0,,red
1963,Uzbekistan,,born_male,0,,red
1963,Vanuatu,,born_male,0,,red
1963,Vietnam,,born_male,0,,red
1963,Zambia,,born_male,0,,red
1963,Zimbabwe,,born_male,0,,red
1964,Afghanistan,,born_male,0,,red
1964,Albania,,born_male,0,,red
1964,Algeria,,born_male,0,,red
1964,Angola,,born_male,0,,red
1964,Argentina,,born_male,0,,red
1964,Armenia,,born_male,0,,red
1964,Australia,,born_male,0,,red
1964,Austria,,born_male,0,,red
1964,Azerbaijan,,born_male,0,,red
1964,Bangladesh,,born_male,0,,red
1964,Belarus,,born_male,0,,red
1964,Belgium,,born_male,0,,red
1964,Belize,,born_male,0,,red
1964,Benin,,born_male,0,,red
1964,Bhutan,,born_male,0,,red
1964,Bolivia,,born_male,0,,red
1964,Botswana,,born_male,0,,red
1964,Brazil,,born_male,0,,red
1964,Bulgaria,,born_male,0,,red
1964,Burkina Faso,,born_male,0,,red
1964,Burundi,,born_male,0,,red
1964,Cambodia,,born_male,0,,red
1964,Cameroon,,born_male,0,,red
1964,Canada,,born_male,0,,red
1964,Chad,,born_male,0,,red
1964,Chile,,born_male,0,,red
1964,China,,born_male,0,,red
1964,Colombia,,born_male,0,,red
1964,Costa Rica,,born_male,0,,red
1964,Croatia,,born_male,0,,red
1964,Cuba,,born_male,0,,red
1964,Cyprus,,born_male,0,,red
1964,Denmark,,born_male,0,,red
1964,Djibouti,,born_male,0,,red
1964,Ecuador,,born_male,0,,red
1964,El Salvador,,born_male,0,,red
1964,Eritrea,,born_male,0,,red
1964,Estonia,,born_male,0,,red
1964,Ethiopia,,born_male,0,,red
1964,Fiji,,born_male,0,,red
1964,Finland,,born_male,0,,red
1964,France,,born_male,0,,red
1964,Gabon,,born_male,0,,red
1964,Georgia,,born_male,0,,red
1964,Germany,,born_male,0,,red
1964,Ghana,,born_male,0,,red
1964,Greece,,born_male,0,,red
1964,Greenland,,born_male,0,,red
1964,Guatemala,,born_male,0,,red
1964,Guinea,,born_male,0,,red
1964,Guinea-Bissau,,born_male,0,,red
1964,Guyana,,born_male,0,,red
1964,Haiti,,born_male,0,,red
1964,Honduras,,born_male,0,,red
1964,Hungary,,born_male,0,,red
1964,Iceland,,born_male,0,,red
1964,India,,born_male,0,,red
1964,Indonesia,,born_male,0,,red
1964,Iraq,,born_male,0,,red
1964,Ireland,,born_male,0,,red
1964,Israel,,born_male,0,,red
1964,Italy,,born_male,0,,red
1964,Jamaica,,born_male,0,,red
1964,Japan,,born_male,0,,red
1964,Jordan,,born_male,0,,red
1964,Kazakhstan,,born_male,0,,red
1964,Kenya,,born_male,0,,red
1964,Kuwait,,born_male,0,,red
1964,Latvia,,born_male,0,,red
1964,Lebanon,,born_male,0,,red
1964,Lesotho,,born_male,0,,red
1964,Liberia,,born_male,0,,red
1964,Libya,,born_male,0,,red
1964,Lithuania,,born_male,0,,red
1964,Luxembourg,,born_male,0,,red
1964,Madagascar,,born_male,0,,red
1964,Malawi,,born_male,0,,red
1964,Malaysia,,born_male,0,,red
1964,Mali,,born_male,0,,red
1964,Mauritania,,born_male,0,,red
1964,Mexico,,born_male,0,,red
1964,Moldova,,born_male,0,,red
1964,Mongolia,,born_male,0,,red
1964,Montenegro,,born_male,0,,red
1964,Morocco,,born_male,0,,red
